131
68	0.05241001638549888
210	0.04008034173564461
344	0.01999440056167274
763	0.09192340960467453
862	0.07626972055014322
958	0.04767007076973719
975	0.2879288938189312
1029	0.05340031454431343
1109	0.13503466326445154
1524	0.026041239019653818
1632	0.04496036497251226
1742	0.04881215594489751
1901	0.06947896782115043
1971	0.03468808251508359
1999	0.08500153475939612
2078	0.0963102210141189
2080	0.06827409325504766
2186	0.08024167946207517
2902	0.0951362882515273
3009	0.10489212290793402
3089	0.05933189123077729
3175	0.07524570010298938
3301	0.06515798640842452
3361	0.030208550957019745
3363	0.07845857874984216
3456	0.07241174029186107
3520	0.06038968129581341
3589	0.06870274409343542
4048	0.05273542832274684
4105	0.03342142960387252
4187	0.07963251151243375
4320	0.07509055659962113
4355	0.0951362882515273
4356	0.03247096729652747
4381	0.045103159746471874
4570	0.06295480201074861
4624	0.009009450436908215
4676	0.045536700282820045
4790	0.06149612215218345
4795	0.07789241500966745
4972	0.038181284901193456
4991	0.08655438635771216
5001	0.032218136436427874
5005	0.03172030801282445
5051	0.05319896735434189
5247	0.058318653149383774
5522	0.10667522362016704
5598	0.14757404048884845
5648	0.08150833237328624
5752	0.05108869664570985
5971	0.07286148887785648
6008	0.018526820814420388
6057	0.03107216515146479
6068	0.041517237211742525
6150	0.05054389943636956
6199	0.08821441340624887
6348	0.22138937338248912
6410	0.06649160438115854
6436	0.03973413649950951
6484	0.0702810703884578
6584	0.03386618993468441
6794	0.3032633966182174
6807	0.07575226299824334
6952	0.03359834840679889
7179	0.0963102210141189
7201	0.1351668660629351
7262	0.024170282703507347
7272	0.027306139182818847
7537	0.014235111697926085
7542	0.027581123304914714
7561	0.21198421997436523
7589	0.05319896735434189
7625	0.07286148887785648
7952	0.03938727207106765
7986	0.0548589944028786
8156	0.04226919993534355
8196	0.12527882860804482
8252	0.028858990781134908
8324	0.016480757388681055
8326	0.03850570575486131
8329	0.1296612457432022
8447	0.05127307186814926
8510	0.0963102210141189
8556	0.03928014475173758
8603	0.1309797308931653
8633	0.052025034591750285
8719	0.0648306228716011
8836	0.13664765051542194
8966	0.097544381214394
9085	0.11835695376276639
9140	0.10022056440251609
9445	0.029513770658819594
9620	0.07153670390456375
9636	0.0742634882654714
9637	0.1224294110159646
9834	0.11835695376276639
9842	0.08908944979354622
9866	0.08354285490083094
9987	0.10405006918350057
10237	0.07286148887785648
10325	0.0529992911146673
10364	0.050187435897460664
10410	0.09094119776715653
10423	0.12527882860804482
10476	0.2448588220319292
10501	0.06548986544658265
10646	0.0573463653577031
10803	0.1296656400174892
10951	0.026907693346999287
10981	0.046886260458704886
10988	0.056994333375444114
10997	0.06616768065760138
11036	0.05760170580321341
11094	0.15807677258926106
11101	0.05664209511511161
11217	0.029300486632084056
11319	0.015083693053650656
11736	0.03324580219057927
11768	0.05664209511511161
11908	0.05782759837506082
11960	0.05782759837506082
11987	0.11835695376276639
12006	0.02546451996069107
12021	0.03573230688381373
12064	0.045103159746471874
12175	0.05959201104845807
12177	0.11809724038132337
12180	0.04931871884015146
12193	0.07331980461679675
12265	0.015373337035525214
12304	0.05145887085157558
